Date,Total_Water,Storage,Percentage_Fulll
20/06/1998,"1,393,500","2,425,250",57.5
25/06/1998,"1,403,000","2,425,250",57.8
30/06/1998,"1,417,000","2,425,250",58.4
5/07/1998,"1,416,500","2,425,250",58.4
10/07/1998,"1,415,000","2,425,250",58.3
15/07/1998,"1,411,500","2,425,250",58.2
20/07/1998,"1,409,000","2,425,250",58.1
25/07/1998,"1,413,000","2,425,250",58.3
31/07/1998,"1,432,500","2,425,250",59.1
5/08/1998,"1,446,000","2,425,250",59.6
10/08/1998,"1,916,000","2,425,250",79
15/08/1998,"1,982,500","2,425,250",81.7
20/08/1998,"2,339,500","2,425,250",96.5
25/08/1998,"2,419,000","2,425,250",99.7
31/08/1998,"2,412,000","2,425,250",99.5
5/09/1998,"2,398,500","2,425,250",98.9
10/09/1998,"2,385,500","2,425,250",98.4
15/09/1998,"2,368,000","2,425,250",97.6
20/09/1998,"2,343,500","2,425,250",96.6
25/09/1998,"2,319,000","2,425,250",95.6
30/09/1998,"2,294,000","2,425,250",94.6
5/10/1998,"2,264,000","2,425,250",93.4
10/10/1998,"2,259,000","2,425,250",93.1
15/10/1998,"2,254,000","2,425,250",92.9
20/10/1998,"2,249,000","2,425,250",92.7
25/10/1998,"2,247,500","2,425,250",92.7
31/10/1998,"2,241,500","2,425,250",92.4
5/11/1998,"2,233,000","2,425,250",92.1
10/11/1998,"2,229,500","2,425,250",91.9
15/11/1998,"2,231,000","2,425,250",92
20/11/1998,"2,232,000","2,425,250",92
25/11/1998,"2,229,500","2,425,250",91.9
30/11/1998,"2,226,000","2,425,250",91.8
5/12/1998,"2,217,500","2,425,250",91.4
10/12/1998,"2,208,000","2,425,250",91
15/12/1998,"2,201,500","2,425,250",90.8
20/12/1998,"2,196,500","2,425,250",90.6
25/12/1998,"2,189,000","2,425,250",90.3
31/12/1998,"2,174,500","2,425,250",89.7
5/01/1999,"2,164,000","2,425,250",89.2
10/01/1999,"2,151,000","2,425,250",88.7
15/01/1999,"2,138,500","2,425,250",88.2
20/01/1999,"2,125,000","2,425,250",87.6
25/01/1999,"2,125,000","2,425,250",87.6
31/01/1999,"2,121,500","2,425,250",87.5
5/02/1999,"2,120,000","2,425,250",87.4
10/02/1999,"2,120,500","2,425,250",87.4
15/02/1999,"2,123,000","2,425,250",87.5
20/02/1999,"2,114,500","2,425,250",87.2
25/02/1999,"2,108,500","2,425,250",86.9
28/02/1999,"2,105,500","2,425,250",86.8
5/03/1999,"2,102,000","2,425,250",86.7
10/03/1999,"2,095,000","2,425,250",86.4
15/03/1999,"2,087,500","2,425,250",86.1
20/03/1999,"2,080,500","2,425,250",85.8
25/03/1999,"2,073,500","2,425,250",85.5
31/03/1999,"2,064,500","2,425,250",85.1
5/04/1999,"2,061,500","2,425,250",85
10/04/1999,"2,059,000","2,425,250",84.9
15/04/1999,"2,060,000","2,425,250",84.9
20/04/1999,"2,053,000","2,425,250",84.7
25/04/1999,"2,044,000","2,425,250",84.3
30/04/1999,"2,034,500","2,425,250",83.9
5/05/1999,"2,028,000","2,425,250",83.6
10/05/1999,"2,018,500","2,425,250",83.2
15/05/1999,"2,010,500","2,425,250",82.9
20/05/1999,"2,001,500","2,425,250",82.5
25/05/1999,"1,995,000","2,425,250",82.3
31/05/1999,"1,986,000","2,425,250",81.9
5/06/1999,"1,978,500","2,425,250",81.6
10/06/1999,"1,974,500","2,425,250",81.4
15/06/1999,"1,967,000","2,425,250",81.1
20/06/1999,"1,959,000","2,425,250",80.8
25/06/1999,"1,955,500","2,425,250",80.6
30/06/1999,"1,949,500","2,425,250",80.4
5/07/1999,"1,949,500","2,425,250",80.4
10/07/1999,"1,945,000","2,425,250",80.2
15/07/1999,"2,003,000","2,425,250",82.6
20/07/1999,"2,022,500","2,425,250",83.4
25/07/1999,"2,023,500","2,425,250",83.4
31/07/1999,"2,020,500","2,425,250",83.3
5/08/1999,"2,016,000","2,425,250",83.1
10/08/1999,"2,011,500","2,425,250",82.9
15/08/1999,"2,010,000","2,425,250",82.9
20/08/1999,"2,005,500","2,425,250",82.7
25/08/1999,"2,001,000","2,425,250",82.5
31/08/1999,"2,000,500","2,425,250",82.5
5/09/1999,"1,996,000","2,425,250",82.3
10/09/1999,"1,989,000","2,425,250",82
15/09/1999,"1,982,000","2,425,250",81.7
20/09/1999,"1,976,500","2,425,250",81.5
25/09/1999,"1,969,500","2,425,250",81.2
30/09/1999,"1,984,000","2,425,250",81.8
5/10/1999,"1,992,000","2,425,250",82.1
10/10/1999,"2,003,000","2,425,250",82.6
15/10/1999,"2,000,000","2,425,250",82.5
20/10/1999,"2,004,500","2,425,250",82.7
25/10/1999,"2,140,500","2,425,250",88.3
31/10/1999,"2,243,000","2,425,250",92.5
5/11/1999,"2,282,000","2,425,250",94.1
10/11/1999,"2,294,000","2,425,250",94.6
15/11/1999,"2,298,500","2,425,250",94.8
20/11/1999,"2,296,500","2,425,250",94.7
25/11/1999,"2,292,500","2,425,250",94.5
30/11/1999,"2,286,000","2,425,250",94.3
5/12/1999,"2,276,000","2,425,250",93.8
10/12/1999,"2,269,500","2,425,250",93.6
15/12/1999,"2,260,000","2,425,250",93.2
20/12/1999,"2,249,500","2,425,250",92.8
25/12/1999,"2,245,000","2,425,250",92.6
31/12/1999,"2,261,000","2,425,250",93.2
5/01/2000,"2,265,000","2,425,250",93.4
10/01/2000,"2,258,500","2,425,250",93.1
15/01/2000,"2,253,000","2,425,250",92.9
20/01/2000,"2,244,000","2,425,250",92.5
25/01/2000,"2,232,000","2,425,250",92
31/01/2000,"2,221,500","2,425,250",91.6
5/02/2000,"2,211,500","2,425,250",91.2
10/02/2000,"2,197,500","2,425,250",90.6
15/02/2000,"2,187,500","2,425,250",90.2
20/02/2000,"2,176,000","2,425,250",89.7
25/02/2000,"2,163,500","2,425,250",89.2
29/02/2000,"2,154,000","2,425,250",88.8
5/03/2000,"2,141,500","2,425,250",88.3
10/03/2000,"2,154,000","2,425,250",88.8
15/03/2000,"2,166,000","2,425,250",89.3
20/03/2000,"2,168,500","2,425,250",89.4
25/03/2000,"2,259,000","2,425,250",93.1
31/03/2000,"2,290,500","2,425,250",94.4
5/04/2000,"2,292,500","2,425,250",94.5
10/04/2000,"2,296,000","2,425,250",94.7
15/04/2000,"2,293,500","2,425,250",94.6
20/04/2000,"2,290,000","2,425,250",94.4
25/04/2000,"2,284,500","2,425,250",94.2
30/04/2000,"2,278,000","2,425,250",93.9
5/05/2000,"2,278,500","2,425,250",93.9
10/05/2000,"2,276,000","2,425,250",93.8
15/05/2000,"2,271,500","2,425,250",93.7
20/05/2000,"2,265,000","2,425,250",93.4
25/05/2000,"2,257,500","2,425,250",93.1
31/05/2000,"2,249,000","2,425,250",92.7
5/06/2000,"2,240,000","2,425,250",92.4
10/06/2000,"2,231,000","2,425,250",92
15/06/2000,"2,225,000","2,425,250",91.7
20/06/2000,"2,218,500","2,425,250",91.5
25/06/2000,"2,212,500","2,425,250",91.2
30/06/2000,"2,209,500","2,425,250",91.1
5/07/2000,"2,211,000","2,425,250",91.2
10/07/2000,"2,212,000","2,425,250",91.2
15/07/2000,"2,207,000","2,425,250",91
20/07/2000,"2,203,000","2,425,250",90.8
25/07/2000,"2,197,000","2,425,250",90.6
31/07/2000,"2,192,500","2,425,250",90.4
5/08/2000,"2,189,000","2,425,250",90.3
10/08/2000,"2,183,500","2,425,250",90
15/08/2000,"2,179,000","2,425,250",89.8
20/08/2000,"2,174,000","2,425,250",89.6
25/08/2000,"2,167,000","2,425,250",89.4
31/08/2000,"2,161,000","2,425,250",89.1
5/09/2000,"2,156,000","2,425,250",88.9
10/09/2000,"2,150,000","2,425,250",88.7
15/09/2000,"2,143,500","2,425,250",88.4
20/09/2000,"2,136,500","2,425,250",88.1
25/09/2000,"2,127,500","2,425,250",87.7
30/09/2000,"2,125,500","2,425,250",87.6
5/10/2000,"2,117,500","2,425,250",87.3
10/10/2000,"2,109,500","2,425,250",87
15/10/2000,"2,102,000","2,425,250",86.7
20/10/2000,"2,095,500","2,425,250",86.4
25/10/2000,"2,093,000","2,425,250",86.3
31/10/2000,"2,084,500","2,425,250",85.9
5/11/2000,"2,080,000","2,425,250",85.8
10/11/2000,"2,073,500","2,425,250",85.5
15/11/2000,"2,127,000","2,425,250",87.7
20/11/2000,"2,193,000","2,425,250",90.4
25/11/2000,"2,226,000","2,425,250",91.8
30/11/2000,"2,228,000","2,425,250",91.9
5/12/2000,"2,228,000","2,425,250",91.9
10/12/2000,"2,223,000","2,425,250",91.7
15/12/2000,"2,215,000","2,425,250",91.3
20/12/2000,"2,209,500","2,425,250",91.1
25/12/2000,"2,197,000","2,425,250",90.6
31/12/2000,"2,182,500","2,425,250",90
5/01/2001,"2,169,000","2,424,400",89.5
10/01/2001,"2,158,000","2,424,400",89
15/01/2001,"2,148,000","2,424,400",88.6
20/01/2001,"2,140,500","2,424,400",88.3
25/01/2001,"2,129,500","2,424,400",87.8
31/01/2001,"2,124,500","2,424,400",87.6
5/02/2001,"2,155,500","2,424,400",88.9
10/02/2001,"2,217,000","2,424,400",91.4
15/02/2001,"2,227,000","2,424,400",91.9
20/02/2001,"2,223,000","2,424,400",91.7
25/02/2001,"2,219,000","2,424,400",91.5
28/02/2001,"2,216,000","2,424,400",91.4
5/03/2001,"2,219,000","2,424,400",91.5
10/03/2001,"2,231,000","2,424,400",92
15/03/2001,"2,253,000","2,424,400",92.9
20/03/2001,"2,252,500","2,424,400",92.9
25/03/2001,"2,248,000","2,424,400",92.7
31/03/2001,"2,238,000","2,424,400",92.3
5/04/2001,"2,231,000","2,424,400",92
10/04/2001,"2,224,500","2,424,400",91.8
15/04/2001,"2,216,500","2,424,400",91.4
20/04/2001,"2,207,000","2,424,400",91
25/04/2001,"2,209,000","2,424,400",91.1
30/04/2001,"2,203,000","2,424,400",90.9
5/05/2001,"2,197,000","2,424,400",90.6
10/05/2001,"2,195,000","2,424,400",90.5
15/05/2001,"2,188,500","2,424,400",90.3
20/05/2001,"2,182,500","2,424,400",90
25/05/2001,"2,175,500","2,424,400",89.7
31/05/2001,"2,167,500","2,424,400",89.4
5/06/2001,"2,160,000","2,424,400",89.1
10/06/2001,"2,154,000","2,424,400",88.8
15/06/2001,"2,148,500","2,424,400",88.6
20/06/2001,"2,141,000","2,424,400",88.3
25/06/2001,"2,132,500","2,424,400",88
30/06/2001,"2,125,000","2,424,400",87.7
5/07/2001,"2,118,000","2,424,400",87.4
10/07/2001,"2,112,000","2,424,400",87.1
15/07/2001,"2,115,000","2,424,400",87.2
20/07/2001,"2,110,500","2,424,400",87.1
25/07/2001,"2,104,500","2,424,400",86.8
31/07/2001,"2,108,000","2,424,400",86.9
5/08/2001,"2,096,500","2,415,000",86.8
10/08/2001,"2,091,500","2,415,000",86.6
15/08/2001,"2,086,000","2,415,000",86.4
20/08/2001,"2,079,000","2,415,000",86.1
25/08/2001,"2,070,000","2,415,000",85.7
31/08/2001,"2,082,500","2,415,000",86.2
5/09/2001,"2,089,000","2,415,000",86.5
10/09/2001,"2,085,500","2,415,000",86.4
15/09/2001,"2,086,000","2,415,000",86.4
20/09/2001,"2,086,500","2,415,000",86.4
25/09/2001,"2,082,500","2,415,000",86.2
30/09/2001,"2,074,500","2,415,000",85.9
5/10/2001,"2,073,500","2,415,000",85.9
10/10/2001,"2,068,500","2,415,000",85.7
15/10/2001,"2,064,000","2,415,000",85.5
20/10/2001,"2,055,000","2,415,000",85.1
25/10/2001,"2,044,500","2,415,000",84.7
31/10/2001,"2,029,500","2,415,000",84
5/11/2001,"2,017,000","2,415,000",83.5
10/11/2001,"2,011,900","2,415,000",83.3
15/11/2001,"2,005,500","2,415,000",83
20/11/2001,"1,999,000","2,415,000",82.8
25/11/2001,"1,991,500","2,415,000",82.5
30/11/2001,"1,981,000","2,415,000",82
5/12/2001,"1,971,000","2,415,000",81.6
10/12/2001,"1,961,000","2,415,000",81.2
15/12/2001,"1,952,000","2,415,000",80.8
20/12/2001,"1,941,000","2,415,000",80.4
25/12/2001,"1,928,500","2,415,000",79.9
31/12/2001,"1,907,500","2,415,000",79
5/01/2002,"1,890,000","2,415,000",78.3
10/01/2002,"1,879,500","2,415,000",77.8
15/01/2002,"1,868,000","2,415,000",77.3
20/01/2002,"1,858,000","2,415,000",76.9
25/01/2002,"1,848,000","2,415,000",76.5
31/01/2002,"1,835,500","2,415,000",76
5/02/2002,"1,856,000","2,415,000",76.9
10/02/2002,"1,928,000","2,415,000",79.8
15/02/2002,"1,929,000","2,415,000",79.9
20/02/2002,"1,942,500","2,415,000",80.4
25/02/2002,"1,943,000","2,415,000",80.5
28/02/2002,"1,944,500","2,415,000",80.5
5/03/2002,"1,940,000","2,415,000",80.3
10/03/2002,"1,936,500","2,415,000",80.2
15/03/2002,"1,929,500","2,415,000",79.9
20/03/2002,"1,919,500","2,415,000",79.5
25/03/2002,"1,911,000","2,415,000",79.1
30/03/2002,"1,963,000","2,415,000",81.3
5/04/2002,"1,989,500","2,415,000",82.4
10/04/2002,"1,987,500","2,415,000",82.3
15/04/2002,"1,986,000","2,415,000",82.2
20/04/2002,"1,989,500","2,415,000",82.4
25/04/2002,"1,988,500","2,415,000",82.3
30/04/2002,"1,983,000","2,415,000",82.1
5/05/2002,"1,977,000","2,415,000",81.9
10/05/2002,"1,970,000","2,415,000",81.6
15/05/2002,"1,929,000","2,386,000",80.8
20/05/2002,"1,920,000","2,386,000",80.5
25/05/2002,"1,913,500","2,386,000",80.2
31/05/2002,"1,912,500","2,386,000",80.2
5/06/2002,"1,907,000","2,386,000",79.9
10/06/2002,"1,900,000","2,386,000",79.6
15/06/2002,"1,892,500","2,386,000",79.3
20/06/2002,"1,889,000","2,386,000",79.2
25/06/2002,"1,882,500","2,386,000",78.9
30/06/2002,"1,875,000","2,386,000",78.6
5/07/2002,"1,867,500","2,386,000",78.3
10/07/2002,"1,859,000","2,386,000",77.9
15/07/2002,"1,852,500","2,386,000",77.6
20/07/2002,"1,844,500","2,386,000",77.3
25/07/2002,"1,836,000","2,386,000",76.9
31/07/2002,"1,830,000","2,386,000",76.7
5/08/2002,"1,823,500","2,386,000",76.4
10/08/2002,"1,817,000","2,386,000",76.2
15/08/2002,"1,808,000","2,386,000",75.8
20/08/2002,"1,800,000","2,386,000",75.4
25/08/2002,"1,791,500","2,386,000",75.1
31/08/2002,"1,782,000","2,386,000",74.7
5/09/2002,"1,775,500","2,386,000",74.4
10/09/2002,"1,765,500","2,386,000",74
15/09/2002,"1,755,000","2,386,000",73.6
20/09/2002,"1,746,500","2,386,000",73.2
25/09/2002,"1,735,000","2,386,000",72.7
30/09/2002,"1,724,000","2,386,000",72.3
5/10/2002,"1,713,500","2,386,000",71.8
10/10/2002,"1,700,500","2,386,000",71.3
15/10/2002,"1,689,500","2,386,000",70.8
20/10/2002,"1,676,500","2,386,000",70.3
25/10/2002,"1,663,000","2,386,000",69.7
31/10/2002,"1,648,000","2,386,000",69.1
5/11/2002,"1,633,500","2,386,000",68.5
10/11/2002,"1,619,000","2,386,000",67.9
15/11/2002,"1,607,500","2,386,000",67.4
20/11/2002,"1,595,000","2,386,000",66.8
25/11/2002,"1,584,000","2,386,000",66.4
30/11/2002,"1,573,500","2,386,000",65.9
5/12/2002,"1,562,000","2,386,000",65.5
10/12/2002,"1,546,500","2,386,000",64.8
15/12/2002,"1,539,000","2,386,000",64.5
20/12/2002,"1,529,000","2,386,000",64.1
25/12/2002,"1,518,500","2,386,000",63.6
31/12/2002,"1,507,000","2,386,000",63.2
5/01/2003,"1,501,500","2,386,000",62.9
10/01/2003,"1,489,500","2,386,000",62.4
15/01/2003,"1,476,500","2,386,000",61.9
20/01/2003,"1,462,500","2,386,000",61.3
25/01/2003,"1,448,500","2,386,000",60.7
31/01/2003,"1,435,000","2,386,000",60.1
5/02/2003,"1,420,000","2,386,000",59.5
10/02/2003,"1,408,000","2,386,000",59
15/02/2003,"1,398,500","2,386,000",58.6
20/02/2003,"1,388,500","2,386,000",58.2
25/02/2003,"1,407,000","2,386,000",59
28/02/2003,"1,408,000","2,386,000",59
5/03/2003,"1,399,000","2,386,000",58.6
10/03/2003,"1,393,500","2,386,000",58.4
15/03/2003,"1,410,500","2,386,000",59.1
20/03/2003,"1,409,000","2,386,000",59.1
25/03/2003,"1,402,500","2,386,000",58.8
30/03/2003,"1,395,500","2,386,000",58.5
5/04/2003,"1,386,000","2,386,000",58.1
10/04/2003,"1,376,500","2,386,000",57.7
15/04/2003,"1,369,500","2,386,000",57.4
20/04/2003,"1,362,000","2,386,000",57.1
25/04/2003,"1,355,500","2,386,000",56.8
30/04/2003,"1,368,000","2,386,000",57.3
5/05/2003,"1,365,500","2,386,000",57.2
10/05/2003,"1,361,500","2,386,000",57.1
15/05/2003,"1,393,500","2,386,000",58.4
20/05/2003,"1,460,500","2,386,000",61.2
25/05/2003,"1,467,000","2,386,000",61.5
31/05/2003,"1,486,000","2,386,000",62.3
5/06/2003,"1,489,000","2,386,000",62.4
10/06/2003,"1,487,000","2,386,000",62.3
15/06/2003,"1,485,000","2,386,000",62.2
20/06/2003,"1,482,000","2,386,000",62.1
25/06/2003,"1,479,000","2,386,000",62
30/06/2003,"1,484,000","2,386,000",62.2
5/07/2003,"1,488,500","2,386,000",62.4
10/07/2003,"1,489,000","2,386,000",62.4
15/07/2003,"1,488,000","2,386,000",62.4
20/07/2003,"1,485,500","2,386,000",62.3
25/07/2003,"1,484,000","2,386,000",62.2
31/07/2003,"1,477,000","2,386,000",61.9
5/08/2003,"1,469,500","2,386,000",61.6
10/08/2003,"1,464,000","2,386,000",61.4
15/08/2003,"1,458,500","2,386,000",61.1
20/08/2003,"1,453,500","2,386,000",60.9
25/08/2003,"1,453,500","2,386,000",60.9
31/08/2003,"1,454,000","2,386,000",60.9
5/09/2003,"1,449,500","2,386,000",60.8
10/09/2003,"1,443,500","2,386,000",60.5
15/09/2003,"1,439,000","2,386,000",60.3
20/09/2003,"1,428,500","2,386,000",59.9
25/09/2003,"1,420,000","2,386,000",59.5
30/09/2003,"1,410,500","2,386,000",59.1
5/10/2003,"1,406,500","2,386,000",58.9
10/10/2003,"1,405,000","2,386,000",58.9
15/10/2003,"1,400,000","2,386,000",58.7
20/10/2003,"1,394,500","2,386,000",58.4
25/10/2003,"1,388,500","2,386,000",58.2
31/10/2003,"1,381,500","2,386,000",57.9
5/11/2003,"1,373,500","2,386,000",57.6
10/11/2003,"1,364,500","2,386,000",57.2
15/11/2003,"1,356,000","2,386,000",56.8
20/11/2003,"1,348,000","2,386,000",56.5
25/11/2003,"1,362,000","2,386,000",57.1
30/11/2003,"1,373,000","2,386,000",57.5
5/12/2003,"1,375,500","2,386,000",57.6
10/12/2003,"1,377,500","2,386,000",57.7
15/12/2003,"1,374,500","2,386,000",57.6
20/12/2003,"1,368,000","2,386,000",57.3
25/12/2003,"1,360,500","2,386,000",57
31/12/2003,"1,349,000","2,386,000",56.5
5/01/2004,"1,338,500","2,386,000",56.1
10/01/2004,"1,326,500","2,386,000",55.6
15/01/2004,"1,318,500","2,386,000",55.3
20/01/2004,"1,309,500","2,386,000",54.9
25/01/2004,"1,303,000","2,386,000",54.6
31/01/2004,"1,295,000","2,386,000",54.3
5/02/2004,"1,284,500","2,386,000",53.8
10/02/2004,"1,273,000","2,386,000",53.4
15/02/2004,"1,266,000","2,386,000",53.1
20/02/2004,"1,254,000","2,386,000",52.6
25/02/2004,"1,247,000","2,386,000",52.3
29/02/2004,"1,249,500","2,386,000",52.4
5/03/2004,"1,242,000","2,386,000",52.1
10/03/2004,"1,239,500","2,386,000",51.9
15/03/2004,"1,233,000","2,386,000",51.7
20/03/2004,"1,225,500","2,386,000",51.4
25/03/2004,"1,220,000","2,386,000",51.1
31/03/2004,"1,209,500","2,386,000",50.7
5/04/2004,"1,223,000","2,386,000",51.3
10/04/2004,"1,259,000","2,386,000",52.8
15/04/2004,"1,255,000","2,386,000",52.6
20/04/2004,"1,248,000","2,386,000",52.3
25/04/2004,"1,240,500","2,386,000",52
30/04/2004,"1,232,500","2,386,000",51.7
5/05/2004,"1,222,000","2,386,000",51.2
10/05/2004,"1,213,500","2,386,000",50.9
15/05/2004,"1,205,000","2,386,000",50.5
20/05/2004,"1,197,000","2,386,000",50.2
25/05/2004,"1,188,500","2,386,000",49.8
31/05/2004,"1,180,500","2,386,000",49.5
5/06/2004,"1,172,500","2,386,000",49.1
10/06/2004,"1,165,500","2,386,000",48.8
15/06/2004,"1,157,500","2,386,000",48.5
20/06/2004,"1,148,500","2,386,000",48.1
25/06/2004,"1,141,000","2,386,000",47.8
30/06/2004,"1,133,500","2,386,000",47.5
5/07/2004,"1,125,000","2,386,000",47.2
10/07/2004,"1,117,000","2,386,000",46.8
15/07/2004,"1,112,000","2,386,000",46.6
20/07/2004,"1,105,500","2,386,000",46.3
25/07/2004,"1,099,000","2,386,000",46.1
31/07/2004,"1,090,000","2,386,000",45.7
5/08/2004,"1,083,500","2,386,000",45.4
10/08/2004,"1,075,500","2,386,000",45.1
15/08/2004,"1,066,000","2,386,000",44.7
20/08/2004,"1,061,500","2,386,000",44.5
25/08/2004,"1,055,000","2,386,000",44.2
31/08/2004,"1,047,500","2,385,300",43.9
5/09/2004,"1,040,500","2,385,300",43.6
10/09/2004,"1,035,500","2,385,300",43.4
15/09/2004,"1,028,000","2,385,300",43.1
20/09/2004,"1,021,500","2,385,300",42.8
25/09/2004,"1,014,500","2,385,300",42.5
30/09/2004,"1,008,000","2,385,300",42.3
5/10/2004,"1,018,500","2,385,300",42.7
10/10/2004,"1,012,000","2,385,300",42.4
15/10/2004,"1,005,000","2,385,300",42.1
20/10/2004,"998,500","2,385,300",41.9
25/10/2004,"1,045,000","2,385,300",43.8
31/10/2004,"1,048,000","2,385,300",43.9
5/11/2004,"1,047,500","2,385,300",43.9
10/11/2004,"1,056,000","2,385,300",44.3
15/11/2004,"1,057,000","2,385,300",44.3
20/11/2004,"1,052,500","2,385,300",44.1
25/11/2004,"1,045,500","2,385,300",43.8
30/11/2004,"1,039,000","2,385,300",43.6
5/12/2004,"1,028,000","2,385,300",43.1
